%
% vkf.csv -- Verständniskontrollfragen
%
% (c) 2025 Prof Dr Andreas Müller
%
% Woche 01
1,1,32,10000034
1,1,33,10000035
1,1,34,10000036
1,1,35,10000037
1,1,36,10000038
% Woche 02
2,2,64,20000067
2,2,65,20000068
2,2,66,20000069
2,2,67,20000070
2,2,68,20000071
2,2,69,20000072
% Woche 03
3,2,70,20000073
3,2,71,20000074
3,2,72,20000075
3,2,63,20000064
3,2,73,20000076
% Woche 04
4,3,55,40000058
4,3,56,40000059
4,3,57,40000060
4,3,58,40000061
4,3,59,40000062
4,3,60,40000063
% Woche 05
5,3,61,40000064
5,3,62,40000065
5,3,63,40000066
5,4,65,50000070
5,4,66,50000071
5,4,67,50000072
% Woche 06
6,4,68,50000075
6,4,69,50000076
6,4,70,50000077
6,4,71,50000078
6,4,72,50000079
% Woche 07
7,4,73,50000080
7,4,74,50000081
7,4,75,50000082
7,4,76,50000083
% Woche 08
8,5,64,60000064
8,5,65,60000065
8,5,66,60000066
8,5,67,60000067
% Woche 09
9,5,68,60000068
9,5,69,60000069
9,5,70,60000070
9,5,71,60000071
% Woche 10
% Woche 05
% Woche 06
% Woche 07
% Woche 08
% Woche 09
% Woche 10
% Woche 11
% Woche 12
% Woche 13
% Woche 14
